,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,7.440766,2.7555609999999997,750.7779,659.9282,547.8062,547.8061,179.15220000000002,114.1554,4.236721999999999,9.657943999999999,261.2508,266.5988,48.32873,48.50993,dc_SchGtKttTtVt,Sch,Wed May 31 21:25:36 2023,True
