,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,0.5252667,0.1000885,-1124.078,-991.4353,969.3836,969.3836,168.84969999999998,87.76368,219.1341,642.5645999999999,1021.492,842.602,60.18446,58.47883,dc_SchGtKttTtVt,Sch,Wed May 31 20:58:40 2023,True
