,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,9.116633,3.199644,867.7261,775.3806,695.4502,695.45,174.404,109.9667,2.184936,5.122821,165.6289,172.3369,44.37502,44.72192,dc_SchGtKfsTlVh,Sch,Wed May 31 21:19:16 2023,True
1,11.10767,3.821589,789.2255,702.3964000000001,622.8871,622.8869,163.69,103.55499999999999,1.6522809999999999,3.173059,166.1125,175.9355,44.40617,44.90663,dc_SchGtKsfTlVh,Sch,Wed May 31 21:19:14 2023,True
2,10.59282,4.297441,798.4464,716.7678,634.9429,634.9427,163.21859999999998,106.92450000000001,1.606647,3.296055,167.1967,174.0382,44.46439,44.81146,dc_SchGtKffTlVh,Sch,Wed May 31 21:19:13 2023,True
3,9.186359,3.328177,856.4869000000001,764.4495999999999,683.612,683.6118,171.6084,108.66770000000001,2.182752,5.13122,165.5169,171.3301,44.3665,44.67349,dc_SchGtKssTlVh,Sch,Wed May 31 21:19:11 2023,True
4,3.6694139999999997,0.8064441999999999,710.5937,583.9498,547.9185,547.9184,183.9617,104.8368,5.105989,18.514499999999998,175.8295,170.6564,44.89725,44.6333,dc_SchGtKfsThVh,Sch,Wed May 31 21:19:09 2023,True
5,5.488405,1.250933,644.1096,518.7028,475.2151,475.215,179.975,102.71130000000001,3.8380129999999997,11.75709,175.2115,171.4743,44.86385,44.68059,dc_SchGtKsfThVh,Sch,Wed May 31 21:19:07 2023,True
6,5.446535999999999,1.275811,654.6555,528.4655,487.2709,487.2707,181.4915,104.0297,3.893967,12.49523,174.5501,170.7089,44.83308,44.63866,dc_SchGtKffThVh,Sch,Wed May 31 21:19:05 2023,True
7,3.559093,0.8335401,698.8274,571.1709999999999,536.0565,536.0563999999999,179.7146,102.8315,5.032647,19.8495,176.9483,169.7136,44.95693,44.57992,dc_SchGtKssThVh,Sch,Wed May 31 21:19:04 2023,True
8,9.079375,3.187362,868.6007,776.5716,695.4502,695.45,175.0454,110.6815,2.12627,4.982671,160.5547,168.2554,44.1034,44.51387,dc_SchGtKfsTlVl,Sch,Wed May 31 21:19:02 2023,True
9,11.03912,3.8794599999999995,789.9644999999999,703.8664,622.8871,622.8869,164.20180000000002,104.5731,1.606104,3.109594,161.2085,171.6297,44.14563,44.69101,dc_SchGtKsfTlVl,Sch,Wed May 31 21:19:00 2023,True
10,10.51788,4.336431,799.1311,718.1621,634.9429,634.9427,163.6905,107.8854,1.559035,3.228983,162.3191,169.7144,44.20728,44.59246,dc_SchGtKffTlVl,Sch,Wed May 31 21:18:58 2023,True
11,9.158695,3.321177,857.4303,765.6593,683.612,683.6118,172.2926,109.4155,2.125083,5.006415,160.4436,167.1902,44.09427,44.4612,dc_SchGtKssTlVl,Sch,Wed May 31 21:18:56 2023,True
12,3.676011,0.8076148999999999,711.6895,585.9869,547.9186000000001,547.9184,184.79219999999998,105.6024,4.965535,17.62238,170.2368,166.7983,44.6151,44.43535,dc_SchGtKfsThVl,Sch,Wed May 31 21:18:55 2023,True
13,5.479410000000001,1.267098,645.0712,520.2327,475.2151,475.215,180.6647,103.5699,3.7320219999999997,11.49997,169.6219,167.3276,44.58051,44.46803,dc_SchGtKsfThVl,Sch,Wed May 31 21:18:53 2023,True
14,5.432923,1.287857,655.5852,529.9997,487.2709,487.2708,182.15529999999998,104.8541,3.784664,12.209389999999999,168.9615,166.5604,44.54906,44.42508,dc_SchGtKffThVl,Sch,Wed May 31 21:18:51 2023,True
15,3.539763,0.8357498,699.6810999999999,573.0671000000001,536.0566,536.0563999999999,180.2788,103.5921,4.863494,19.10998,171.572,165.8158,44.68893,44.37833,dc_SchGtKssThVl,Sch,Wed May 31 21:18:49 2023,True
