,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,4.050383,1.621681,843.1914,758.362,659.7501,659.75,172.0567,112.08609999999999,6.9706529999999995,14.85587,237.2803,242.3079,47.49793,47.68614,dc_SchGtKfsTlVh,Sch,Wed May 31 21:20:25 2023,True
1,5.041049,1.836627,773.7179,687.9624,592.598,592.5979,170.456,108.9145,5.5551759999999994,11.318679999999999,236.4194,246.5625,47.46906,47.83393,dc_SchGtKsfTlVh,Sch,Wed May 31 21:20:24 2023,True
2,4.882107,1.7035859999999998,782.8912,697.6193000000001,603.7348999999999,603.7348000000001,170.016,107.6539,5.553254,10.332519999999999,236.7555,248.7168,47.4835,47.91254,dc_SchGtKffTlVh,Sch,Wed May 31 21:20:22 2023,True
3,3.982115,1.655659,830.8675,748.3868,648.915,648.9149,169.7894,111.7091,6.894329,14.37917,237.871,242.7731,47.51988,47.70388,dc_SchGtKssTlVh,Sch,Wed May 31 21:20:20 2023,True
4,1.7759449999999999,0.3939978,700.8963,568.6128,500.4208,500.4208,184.2211,100.9085,14.97984,58.00243,264.5158,235.8777,48.44871,47.41637,dc_SchGtKfsThVh,Sch,Wed May 31 21:20:18 2023,True
5,2.631187,0.5904927,638.3265,513.8382,433.2646,433.2645,188.0986,104.5027,11.777949999999999,33.3583,261.8448,243.1387,48.35651,47.70998,dc_SchGtKsfThVh,Sch,Wed May 31 21:20:17 2023,True
6,2.620368,0.5989602,648.5615,522.3038,444.4015,444.4014,189.0524,104.9696,11.98725,35.56306,260.7686,241.1984,48.32232,47.63371,dc_SchGtKffThVh,Sch,Wed May 31 21:20:15 2023,True
7,1.845027,0.4071218,691.4517,557.7278,489.585,489.5849,184.26600000000002,100.3434,15.352509999999999,57.95372,263.1306,234.917,48.40295,47.37732,dc_SchGtKssThVh,Sch,Wed May 31 21:20:13 2023,True
8,4.048048,1.620762,843.9621000000001,759.2255,659.7501,659.75,172.6339,112.65899999999999,6.846634,14.620439999999999,232.4434,238.2789,47.31789,47.54056,dc_SchGtKfsTlVl,Sch,Wed May 31 21:20:11 2023,True
9,5.026136,1.82834,774.3301,688.7126,592.598,592.5979,170.90800000000002,109.3567,5.456363,11.0781,231.7453,242.7627,47.29507,47.69906,dc_SchGtKsfTlVl,Sch,Wed May 31 21:20:10 2023,True
10,4.864325,1.694246,783.4564,698.37,603.7348999999999,603.7348000000001,170.4322,108.0739,5.45189,10.052059999999999,232.0972,245.0115,47.31061,47.78258,dc_SchGtKffTlVl,Sch,Wed May 31 21:20:08 2023,True
11,3.9838800000000005,1.6571909999999999,831.6933,749.289,648.915,648.9149,170.406,112.3215,6.772831999999999,14.162099999999999,233.0625,238.7111,47.34133,47.55736,dc_SchGtKssTlVl,Sch,Wed May 31 21:20:06 2023,True
12,1.7811190000000001,0.3966617,701.7214,570.3914,500.4208,500.4208,184.879,101.65390000000001,14.68587,56.247769999999996,258.7234,232.5903,48.25599,47.2951,dc_SchGtKfsThVl,Sch,Wed May 31 21:20:04 2023,True
13,2.630998,0.5989803,639.0464000000001,515.0911,433.2646,433.2645,188.66230000000002,105.2819,11.54938,32.83181,256.1055,239.3626,48.16296,47.57379,dc_SchGtKsfThVl,Sch,Wed May 31 21:20:03 2023,True
14,2.6186089999999997,0.6060925,649.2606,523.5799,444.4015,444.4014,189.59619999999998,105.7301,11.75124,34.975049999999996,255.0243,237.4497,48.12803,47.49746,dc_SchGtKffThVl,Sch,Wed May 31 21:20:01 2023,True
15,1.839972,0.41022420000000004,692.1016,559.3738999999999,489.585,489.5849,184.7277,101.0813,15.00598,56.49941,257.593,231.5585,48.21834,47.25227,dc_SchGtKssThVl,Sch,Wed May 31 21:19:59 2023,True
